City_Code|city|state_name|county_name
4670|Ione|California|Amador
4671|Brooksville|Florida|Hernando
4672|Riverside|Illinois|Cook
4673|Wyoming|Ohio|Hamilton
4674|West Frankfort|Illinois|Franklin
4675|Indian Harbour Beach|Florida|Brevard
4676|Lake Park|Florida|Palm Beach
4677|Lucas|Texas|Collin
4678|Piedmont|Oklahoma|Canadian
4679|Franklin|Virginia|Franklin
468|Rio Rancho|New Mexico|Sandoval
4680|Conover|North Carolina|Catawba
4681|Wetumpka|Alabama|Elmore
4682|East Grand Forks|Minnesota|Polk
4683|Park Hills|Missouri|St. Francois
4684|Laurel|Montana|Yellowstone
4685|Edgemere|Maryland|Baltimore
4686|Morrisville|Pennsylvania|Bucks
4687|Rawlins|Wyoming|Carbon
4688|Succasunna|New Jersey|Morris
4689|Perryton|Texas|Ochiltree
469|South Fulton|Georgia|Fulton
4690|Closter|New Jersey|Bergen
4691|St. Johns|Michigan|Clinton
4692|Terrace Heights|Washington|Yakima
4693|Frostburg|Maryland|Allegany
4694|Rolesville|North Carolina|Wake
4695|Booneville|Mississippi|Prentiss
4696|Sallisaw|Oklahoma|Sequoyah
4697|East York|Pennsylvania|York
4698|Sitka|Alaska|Sitka
4699|Stuttgart|Arkansas|Arkansas
47|Memphis|Tennessee|Shelby
470|Beaverton|Oregon|Washington
4700|Malverne|New York|Nassau
4701|Mystic Island|New Jersey|Ocean
4702|Willow Street|Pennsylvania|Lancaster
4703|Lansdowne|Maryland|Baltimore
4704|Hillsboro|Texas|Hill
4705|Summit View|Washington|Pierce
4706|Corona de Tucson|Arizona|Pima
4707|Middleton|Idaho|Canyon
4708|Tuscumbia|Alabama|Colbert
4709|Mason|Michigan|Ingham
471|Lawrence|Kansas|Douglas
4710|Humboldt|Tennessee|Gibson
4711|Helena Valley Southeast|Montana|Lewis and Clark
4712|Sunset Hills|Missouri|St. Louis
4713|University of Virginia|Virginia|Albemarle
4714|Prien|Louisiana|Calcasieu
4715|Onalaska|Texas|Polk
4716|Pine Lake Park|New Jersey|Ocean
4717|Los Altos Hills|California|Santa Clara
4718|Santa Clara|Utah|Washington
4719|Monticello|Indiana|White
472|Bismarck|North Dakota|Burleigh
4720|Ogden|North Carolina|New Hanover
4721|Lake of the Woods|Virginia|Orange
4722|Congers|New York|Rockland
4723|Ashland|New Jersey|Camden
4724|August|California|San Joaquin
4725|Makaha|Hawaii|Honolulu
4726|Spring Valley Lake|California|San Bernardino
4727|Bayport|New York|Suffolk
4728|Savoy|Illinois|Champaign
4729|Fair Lakes|Virginia|Fairfax
473|Orem|Utah|Utah
4730|Tecumseh|Michigan|Lenawee
4731|North Haledon|New Jersey|Passaic
4732|Paris|Illinois|Edgar
4733|Gaylord|Michigan|Otsego
4734|Aransas Pass|Texas|San Patricio
4735|Carbondale|Pennsylvania|Lackawanna
4736|Arab|Alabama|Marshall
4737|Long Branch|Virginia|Fairfax
4738|Fairless Hills|Pennsylvania|Bucks
4739|Highland Heights|Ohio|Cuyahoga
474|Middletown|Ohio|Butler
4740|Somers|Wisconsin|Kenosha
4741|Charlestown|Indiana|Clark
4742|Fletcher|North Carolina|Henderson
4743|Druid Hills|Georgia|DeKalb
4744|Baxter|Minnesota|Crow Wing
4745|Seffner|Florida|Hillsborough
4746|Millersville|Pennsylvania|Lancaster
4747|Wimauma|Florida|Hillsborough
4748|Miramar Beach|Florida|Walton
4749|Hempstead|Texas|Waller
475|San Tan Valley|Arizona|Pinal
4750|Gulf Hills|Mississippi|Jackson
4751|Buckhannon|West Virginia|Upshur
4752|Kulpsville|Pennsylvania|Montgomery
4753|Socorro|New Mexico|Socorro
4754|West Livingston|Texas|Polk
4755|Tallulah|Louisiana|Madison
4756|Midway City|California|Orange
4757|Orono|Minnesota|Hennepin
4758|Bath|Maine|Sagadahoc
4759|Clover|South Carolina|York
476|San Marcos|California|San Diego
4760|Bogota|New Jersey|Bergen
4761|Garden City Park|New York|Nassau
4762|Petoskey|Michigan|Emmet
4763|Grandview Heights|Ohio|Franklin
4764|Harwood Heights|Illinois|Cook
4765|Beaver Falls|Pennsylvania|Beaver
4766|Tillamook|Oregon|Tillamook
4767|Oak Hills Place|Louisiana|East Baton Rouge
4768|Westwego|Louisiana|Jefferson
4769|Flowery Branch|Georgia|Hall
477|Sandy|Utah|Salt Lake
4770|St. Joseph|Michigan|Berrien
4771|Holly|Michigan|Oakland
4772|Quincy|Washington|Grant
4773|Larkfield-Wikiup|California|Sonoma
4774|Frostproof|Florida|Polk
4775|Dalhart|Texas|Dallam
4776|Garrison|Maryland|Baltimore
4777|Gonzales|California|Monterey
4778|Orosi|California|Tulare
4779|Runnemede|New Jersey|Camden
478|Federal Way|Washington|King
4780|Bel Aire|Kansas|Sedgwick
4781|Milton|Washington|Pierce
4782|Aurora|Missouri|Lawrence
4783|Firebaugh|California|Fresno
4784|Whitefish|Montana|Flathead
4785|Mahtomedi|Minnesota|Washington
4786|Haledon|New Jersey|Passaic
4787|West Vero Corridor|Florida|Indian River
4788|Floris|Virginia|Fairfax
4789|Savannah|Tennessee|Hardin
479|Mandeville|Louisiana|St. Tammany
4790|Dormont|Pennsylvania|Allegheny
4791|Mount Joy|Pennsylvania|Lancaster
4792|McRae-Helena|Georgia|Telfair
4793|Trinidad|Colorado|Las Animas
4794|Kenton|Ohio|Hardin
4795|Carl Junction|Missouri|Jasper
4796|Alondra Park|California|Los Angeles
4797|Southeast Arcadia|Florida|DeSoto
4798|Paw Paw|Michigan|Van Buren
4799|Lake City|South Carolina|Florence
48|Raleigh|North Carolina|Wake
480|Hesperia|California|San Bernardino
4800|Colorado City|Arizona|Mohave
4801|Oak Grove|Missouri|Jackson
4802|Moundsville|West Virginia|Marshall
4803|Cumberland Hill|Rhode Island|Providence
4804|Four Corners|Maryland|Montgomery
4805|Montecito|California|Santa Barbara
4806|Denison|Iowa|Crawford
4807|Locust Grove|Georgia|Henry
4808|Half Moon|North Carolina|Onslow
4809|Lugoff|South Carolina|Kershaw
481|Brockton|Massachusetts|Plymouth
4810|Fort Mitchell|Kentucky|Kenton
4811|Manhattan|Illinois|Will
4812|North Weeki Wachee|Florida|Hernando
4813|Mammoth Lakes|California|Mono
4814|Johnstown|New York|Fulton
4815|Spotswood|New Jersey|Middlesex
4816|Waynesburg|Pennsylvania|Greene
4817|Thomson|Georgia|McDuffie
4818|Irondale|Georgia|Clayton
4819|Westlake Village|California|Los Angeles
482|Compton|California|Los Angeles
4820|Castle Shannon|Pennsylvania|Allegheny
4821|Chester|Illinois|Randolph
4822|Cheviot|Ohio|Hamilton
4823|Napoleon|Ohio|Henry
4824|Upper Saddle River|New Jersey|Bergen
4825|Mahopac|New York|Putnam
4826|Temperance|Michigan|Monroe
4827|Oberlin|Ohio|Lorain
4828|Twin Lakes|Colorado|Adams
4829|Lake Norman of Catawba|North Carolina|Catawba
483|Riverview|Florida|Hillsborough
4830|Jefferson City|Tennessee|Jefferson
4831|Country Club Estates|Georgia|Glynn
4832|Kenilworth|New Jersey|Union
4833|Ellsworth|Maine|Hancock
4834|Wedgefield|Florida|Orange
4835|Monona|Wisconsin|Dane
4836|Center Line|Michigan|Macomb
4837|Venice Gardens|Florida|Sarasota
4838|Broadview Park|Florida|Broward
4839|Pismo Beach|California|San Luis Obispo
484|Fishers|Indiana|Hamilton
4840|Beebe|Arkansas|White
4841|Milliken|Colorado|Weld
4842|Black Mountain|North Carolina|Buncombe
4843|Crestwood Village|New Jersey|Ocean
4844|Meadow Lakes|Alaska|Matanuska-Susitna
4845|Center Moriches|New York|Suffolk
4846|Port Jefferson|New York|Suffolk
4847|Middleport|Ohio|Meigs
4848|Eaton|Ohio|Preble
4849|Tuskegee|Alabama|Macon
485|Sunrise|Florida|Broward
4850|South San Gabriel|California|Los Angeles
4851|Ephrata|Washington|Grant
4852|Rockwood|Virginia|Chesterfield
4853|Leesville|Louisiana|Vernon
4854|Oradell|New Jersey|Bergen
4855|Minnetrista|Minnesota|Hennepin
4856|Gering|Nebraska|Scotts Bluff
4857|Harrison|Tennessee|Hamilton
4858|Hazard|Kentucky|Perry
4859|Summit Park|Utah|Summit
486|Bowling Green|Kentucky|Warren
4860|Cherry Valley|California|Riverside
4861|Omak|Washington|Okanogan
4862|Vandenberg Village|California|Santa Barbara
4863|West Dundee|Illinois|Kane
4864|Blandon|Pennsylvania|Berks
4865|Duvall|Washington|King
4866|Vinton|Virginia|Roanoke
4867|Joshua|Texas|Johnson
4868|Oak Hill|West Virginia|Fayette
4869|Monument|Colorado|El Paso
487|Roswell|Georgia|Fulton
4870|Croton-on-Hudson|New York|Westchester
4871|Bellevue|Ohio|Huron
4872|Briarcliff Manor|New York|Westchester
4873|Mount Rainier|Maryland|Prince George's
4874|Alliance|Nebraska|Box Butte
4875|Maplewood|Missouri|St. Louis
4876|Wickenburg|Arizona|Maricopa
4877|Selah|Washington|Yakima
4878|Shorewood|Minnesota|Hennepin
4879|Helena Valley West Central|Montana|Lewis and Clark
488|Menifee|California|Riverside
4880|Applewood|Colorado|Jefferson
4881|Kronenwetter|Wisconsin|Marathon
4882|Gilberts|Illinois|Kane
4883|Bargersville|Indiana|Johnson
4884|Hampton|Georgia|Henry
4885|Sudden Valley|Washington|Whatcom
4886|Hollymead|Virginia|Albemarle
4887|Rockmart|Georgia|Polk
4888|Lake Carmel|New York|Putnam
4889|Lockwood|Montana|Yellowstone
489|Plantation|Florida|Broward
4890|Wyoming|Minnesota|Chisago
4891|Lake Dallas|Texas|Denton
4892|Bloomingdale|New Jersey|Passaic
4893|Rolling Hills Estates|California|Los Angeles
4894|North Bay Village|Florida|Miami-Dade
4895|South Cleveland|Tennessee|Bradley
4896|Willits|California|Mendocino
4897|Clinton|Illinois|De Witt
4898|Skiatook|Oklahoma|Osage
4899|Decorah|Iowa|Winneshiek
49|New Orleans|Louisiana|Orleans
490|Dover|New Hampshire|Strafford
4900|Brookhaven|Pennsylvania|Delaware
4901|Diamondhead|Mississippi|Hancock
4902|Conshohocken|Pennsylvania|Montgomery
4903|Floresville|Texas|Wilson
4904|Ripley|Tennessee|Lauderdale
4905|Chardon|Ohio|Geauga
4906|Morehead|Kentucky|Rowan
4907|Ripon|Wisconsin|Fond du Lac
4908|Odessa|Florida|Pasco
4909|Bellevue|Pennsylvania|Allegheny
491|Quincy|Massachusetts|Norfolk
4910|Mayo|Maryland|Anne Arundel
4911|Northfield|New Jersey|Atlantic
4912|Menominee|Michigan|Menominee
4913|Pleasant Hills|Pennsylvania|Allegheny
4914|Pahokee|Florida|Palm Beach
4915|Ahuimanu|Hawaii|Honolulu
4916|Crete|Illinois|Will
4917|Loudoun Valley Estates|Virginia|Loudoun
4918|Chestnut Ridge|New York|Rockland
4919|Laurel Hill|Virginia|Fairfax
492|Portsmouth|Virginia|Portsmouth
4920|Island Lake|Illinois|Lake
4921|Oak Brook|Illinois|DuPage
4922|Seaford|Delaware|Sussex
4923|Evergreen|Montana|Flathead
4924|Mascoutah|Illinois|St. Clair
4925|Brazil|Indiana|Clay
4926|Aberdeen|North Carolina|Moore
4927|Jennings Lodge|Oregon|Clackamas
4928|Jefferson|Wisconsin|Jefferson
4929|Paloma Creek South|Texas|Denton
493|Chino|California|San Bernardino
4930|Manhasset|New York|Nassau
4931|Green|Oregon|Douglas
4932|Lampasas|Texas|Lampasas
4933|Village Green-Green Ridge|Pennsylvania|Delaware
4934|Kensington|Connecticut|Hartford
4935|Fort Belvoir|Virginia|Fairfax
4936|Brentwood|Missouri|St. Louis
4937|Laughlin|Nevada|Clark
4938|Aztec|New Mexico|San Juan
4939|St. Martin|Mississippi|Jackson
494|Lynn|Massachusetts|Essex
4940|La Junta|Colorado|Otero
4941|Murphy|Missouri|Jefferson
4942|Southwest Ranches|Florida|Broward
4943|Quincy|Florida|Gadsden
4944|Richland Hills|Texas|Tarrant
4945|Maryville|Illinois|Madison
4946|Baltimore Highlands|Maryland|Baltimore
4947|Caldwell|New Jersey|Essex
4948|Hillside|Illinois|Cook
4949|Columbiana|Ohio|Columbiana
495|Edmond|Oklahoma|Oklahoma
4950|Logan|Ohio|Hocking
4951|Batesville|Indiana|Ripley
4952|Glastonbury Center|Connecticut|Hartford
4953|Sheboygan Falls|Wisconsin|Sheboygan
4954|Temple Hills|Maryland|Prince George's
4955|Wytheville|Virginia|Wythe
4956|St. Francis|Minnesota|Anoka
4957|Hitchcock|Texas|Galveston
4958|Catalina|Arizona|Pima
4959|Bonner Springs|Kansas|Wyandotte
496|Hanford|California|Kings
4960|Long Grove|Illinois|Lake
4961|Camp Hill|Pennsylvania|Cumberland
4962|Mansfield Center|Massachusetts|Bristol
4963|Wilmington Manor|Delaware|New Castle
4964|Topanga|California|Los Angeles
4965|Downingtown|Pennsylvania|Chester
4966|Grand Ledge|Michigan|Eaton
4967|Old Forge|Pennsylvania|Lackawanna
4968|Lincolnshire|Illinois|Lake
4969|Blair|Nebraska|Washington
497|Dearborn|Michigan|Wayne
4970|Jersey Village|Texas|Harris
4971|Lexington|Tennessee|Henderson
4972|Richfield|Utah|Sevier
4973|Centerville|Georgia|Houston
4974|West Long Branch|New Jersey|Monmouth
4975|Flushing|Michigan|Genesee
4976|Middletown|Kentucky|Jefferson
4977|Ashland|Virginia|Hanover
4978|Fruitvale|Colorado|Mesa
4979|Seminole|Texas|Gaines
498|Livonia|Michigan|Wayne
4980|Altoona|Wisconsin|Eau Claire
4981|Grand Blanc|Michigan|Genesee
4982|Abingdon|Virginia|Washington
4983|Bridge City|Texas|Orange
4984|Woodlake|California|Tulare
4985|Hastings-on-Hudson|New York|Westchester
4986|Bryans Road|Maryland|Charles
4987|York|Nebraska|York
4988|Ashland|Wisconsin|Ashland
4989|Princeton|Illinois|Bureau
499|South Gate|California|Los Angeles
4990|Sangaree|South Carolina|Berkeley
4991|Templeton|California|San Luis Obispo
4992|Los Fresnos|Texas|Cameron
4993|South Weber|Utah|Davis
4994|Watford City|North Dakota|McKenzie
4995|Crookston|Minnesota|Polk
4996|Madison Park|New Jersey|Middlesex
4997|Covington|Virginia|Covington
4998|Latrobe|Pennsylvania|Westmoreland
4999|DeFuniak Springs|Florida|Walton
5|Dallas|Texas|Dallas
50|Louisville|Kentucky|Jefferson
500|Vineland|New Jersey|Cumberland
5000|Williamsburg|Florida|Orange
5001|Olivette|Missouri|St. Louis
5002|Baldwinsville|New York|Onondaga
5003|Sound Beach|New York|Suffolk
5004|Winters|California|Yolo
5005|Aibonito|Puerto Rico|Aibonito
5006|Glenside|Pennsylvania|Montgomery
5007|Breckenridge|Colorado|Summit
5008|Interlaken|California|Santa Cruz
5009|Southgate|Florida|Sarasota
501|Florence|South Carolina|Florence
5010|Medina|New York|Orleans
5011|Strathmore|New Jersey|Monmouth
5012|Greenville|New York|Westchester
5013|Seville|Ohio|Medina
5014|Kenai|Alaska|Kenai Peninsula
5015|Wilson|Pennsylvania|Northampton
5016|Carnegie|Pennsylvania|Allegheny
5017|Aubrey|Texas|Denton
5018|Pittston|Pennsylvania|Luzerne
5019|Holly Springs|Mississippi|Marshall
502|Portsmouth|New Hampshire|Rockingham
5020|Rio Bravo|Texas|Webb
5021|Withamsville|Ohio|Clermont
5022|Kaufman|Texas|Kaufman
5023|Campbell|Ohio|Mahoning
5024|Guadalupe|California|Santa Barbara
5025|Providence|Utah|Cache
5026|Milan|Michigan|Washtenaw
5027|Oroville East|California|Butte
5028|Estes Park|Colorado|Larimer
5029|Waite Park|Minnesota|Stearns
503|Slidell|Louisiana|St. Tammany
5030|Antigo|Wisconsin|Langlade
5031|Park City|Kansas|Sedgwick
5032|Forsyth|Missouri|Taney
5033|McGregor|Florida|Lee
5034|Cheraw|South Carolina|Chesterfield
5035|Swainsboro|Georgia|Emanuel
5036|Jasper|Texas|Jasper
5037|Wynne|Arkansas|Cross
5038|Round Lake Park|Illinois|Lake
5039|Quarryville|Pennsylvania|Lancaster
504|Lawton|Oklahoma|Comanche
5040|Salida|Colorado|Chaffee
5041|South Boston|Virginia|Halifax
5042|Citrus Hills|Florida|Citrus
5043|Albion|New York|Orleans
5044|Wading River|New York|Suffolk
5045|Salem|Illinois|Marion
5046|Boyes Hot Springs|California|Sonoma
5047|Payette|Idaho|Payette
5048|Grove|Oklahoma|Delaware
5049|Gettysburg|Pennsylvania|Adams
505|Kirkland|Washington|King
5050|Highlands|Texas|Harris
5051|Welcome|South Carolina|Greenville
5052|Kasson|Minnesota|Dodge
5053|Granite Falls|Washington|Snohomish
5054|Creston|Iowa|Union
5055|Clear Lake|Iowa|Cerro Gordo
5056|Steele Creek|Alaska|Fairbanks North Star
5057|Fort Scott|Kansas|Bourbon
5058|Fanwood|New Jersey|Union
5059|Pukalani|Hawaii|Maui
506|Missoula|Montana|Missoula
5060|Hornsby Bend|Texas|Travis
5061|Carbondale|Colorado|Garfield
5062|Robinwood|Maryland|Washington
5063|Perry|Iowa|Dallas
5064|Sebastopol|California|Sonoma
5065|Webster City|Iowa|Hamilton
5066|Hastings|Michigan|Barry
5067|Plain City|Utah|Weber
5068|Indiantown|Florida|Martin
5069|Fort Dix|New Jersey|Burlington
507|Auburn|Alabama|Lee
5070|Collinsville|Virginia|Henry
5071|Holtville|California|Imperial
5072|Wellington|Kansas|Sumner
5073|Pi+¦on Hills|California|San Bernardino
5074|Auburn|Georgia|Barrow
5075|Thurmont|Maryland|Frederick
5076|Old Jefferson|Louisiana|East Baton Rouge
5077|North Patchogue|New York|Suffolk
5078|Brighton|Michigan|Livingston
5079|Oakdale|Louisiana|Allen
508|Rapid City|South Dakota|Pennington
5080|San Antonio|Puerto Rico|Dorado
5081|Lamar|Colorado|Prowers
5082|Butler|New Jersey|Morris
5083|Chehalis|Washington|Lewis
5084|Etowah|North Carolina|Henderson
5085|East Franklin|New Jersey|Somerset
5086|Waller|Washington|Pierce
5087|Windsor|Wisconsin|Dane
5088|Scotia|New York|Schenectady
5089|Marshfield|Missouri|Webster
509|Terre Haute|Indiana|Vigo
5090|Devils Lake|North Dakota|Ramsey
5091|River Oaks|Texas|Tarrant
5092|Waupaca|Wisconsin|Waupaca
5093|Wapato|Washington|Yakima
5094|South Beloit|Illinois|Winnebago
5095|Baldwin Harbor|New York|Nassau
5096|Kula|Hawaii|Maui
5097|Broadview|Illinois|Cook
5098|Cushing|Oklahoma|Payne
5099|Pike Creek|Delaware|New Castle
51|Oklahoma City|Oklahoma|Oklahoma
510|Suffolk|Virginia|Suffolk
5100|Milan|Tennessee|Gibson
5101|Senatobia|Mississippi|Tate
5102|Juncos|Puerto Rico|Juncos
5103|Sioux Center|Iowa|Sioux
5104|Calumet Park|Illinois|Cook
5105|Escalon|California|San Joaquin
5106|Luquillo|Puerto Rico|Luquillo
5107|Lake Shore|Washington|Clark
5108|Pulaski|Tennessee|Giles
5109|Emerson|New Jersey|Bergen
511|Blacksburg|Virginia|Montgomery
5110|Bernardsville|New Jersey|Somerset
5111|Caribou|Maine|Aroostook
5112|Tuttle|Oklahoma|Grady
5113|LaFayette|Georgia|Walker
5114|Palmyra|Pennsylvania|Lebanon
5115|Joshua Tree|California|San Bernardino
5116|Leola|Pennsylvania|Lancaster
5117|Dayton|New Jersey|Middlesex
5118|Inwood|Florida|Polk
5119|Glen Ridge|New Jersey|Essex
512|Mount Pleasant|South Carolina|Charleston
5120|Plumas Lake|California|Yuba
5121|Hales Corners|Wisconsin|Milwaukee
5122|Hughson|California|Stanislaus
5123|Scappoose|Oregon|Columbia
5124|McCook|Nebraska|Red Willow
5125|Lago Vista|Texas|Travis
5126|Columbia Falls|Montana|Flathead
5127|Dry Run|Ohio|Hamilton
5128|Jackson|California|Amador
5129|Marshall|Michigan|Calhoun
513|Carson|California|Los Angeles
5130|Montrose|Virginia|Henrico
5131|Albertville|Minnesota|Wright
5132|Porters Neck|North Carolina|New Hanover
5133|Gold River|California|Sacramento
5134|Berlin|New Jersey|Camden
5135|Delafield|Wisconsin|Waukesha
5136|Mount Horeb|Wisconsin|Dane
5137|Big Stone Gap|Virginia|Wise
5138|Gonzales|Texas|Gonzales
5139|Pikeville|Kentucky|Pike
514|Conroe|Texas|Montgomery
5140|Haddon Heights|New Jersey|Camden
5141|Page|Arizona|Coconino
5142|Fairfax|California|Marin
5143|Yreka|California|Siskiyou
5144|Benton|Illinois|Franklin
5145|Norwich|New York|Chenango
5146|Marengo|Illinois|McHenry
5147|Fairlawn|Ohio|Summit
5148|Robinson|Illinois|Crawford
5149|Gurabo|Puerto Rico|Gurabo
515|Alafaya|Florida|Orange
5150|Tyrone|Georgia|Fayette
5151|North Star|Delaware|New Castle
5152|Purcell|Oklahoma|McClain
5153|Lowell|Michigan|Kent
5154|Hatboro|Pennsylvania|Montgomery
5155|Landen|Ohio|Warren
5156|Dos Palos|California|Merced
5157|Oceano|California|San Luis Obispo
5158|Sappington|Missouri|St. Louis
5159|McCordsville|Indiana|Hancock
516|Livermore|California|Alameda
5160|Silvis|Illinois|Rock Island
5161|Newport|Arkansas|Jackson
5162|Southwood Acres|Connecticut|Hartford
5163|Mount Shasta|California|Siskiyou
5164|Ojai|California|Ventura
5165|Monticello|New York|Sullivan
5166|Villa Hills|Kentucky|Kenton
5167|St. Gabriel|Louisiana|Iberville
5168|Lander|Wyoming|Fremont
5169|Palmer|Alaska|Matanuska-Susitna
517|Westminster|California|Orange
5170|Dock Junction|Georgia|Glynn
5171|Keystone Heights|Florida|Clay
5172|Waikele|Hawaii|Honolulu
5173|White Oak|Pennsylvania|Allegheny
5174|Hillcrest|New York|Rockland
5175|Rockton|Illinois|Winnebago
5176|Park City|Illinois|Lake
5177|Ashland|Pennsylvania|Schuylkill
5178|Florence|Colorado|Fremont
5179|Old Town|Maine|Penobscot
518|Germantown|Maryland|Montgomery
5180|Edgerton|Wisconsin|Rock
5181|New London|Wisconsin|Waupaca
5182|North Bend|Washington|King
5183|Hiawatha|Iowa|Linn
5184|Hubbard|Ohio|Trumbull
5185|River Rouge|Michigan|Wayne
5186|Sandwich|Illinois|DeKalb
5187|Belen|New Mexico|Valencia
5188|Marion|Virginia|Smyth
5189|Inverness|Florida|Citrus
519|Santa Monica|California|Los Angeles
5190|Cotati|California|Sonoma
5191|Wauseon|Ohio|Fulton
5192|Mills River|North Carolina|Henderson
5193|Saranac Lake|New York|Franklin
5194|Sanibel|Florida|Lee
5195|Farmington|Arkansas|Washington
5196|Soldotna|Alaska|Kenai Peninsula
5197|Port Jefferson Station|New York|Suffolk
5198|Greenville|Alabama|Butler
5199|West Concord|Massachusetts|Middlesex
52|Bridgeport|Connecticut|Fairfield
520|New Braunfels|Texas|Comal
5200|New Bremen|Ohio|Auglaize
5201|Mentor-on-the-Lake|Ohio|Lake
5202|Ancient Oaks|Pennsylvania|Lehigh
5203|Farr West|Utah|Weber
5204|South Apopka|Florida|Orange
5205|Pembroke|North Carolina|Robeson
5206|Can+¦vanas|Puerto Rico|Can+¦vanas
5207|Providence Village|Texas|Denton
5208|Inverness|Illinois|Cook
5209|Gypsum|Colorado|Eagle
521|Fall River|Massachusetts|Bristol
5210|Clarkston|Washington|Asotin
5211|Tolleson|Arizona|Maricopa
5212|Montpelier|Vermont|Washington
5213|New Roads|Louisiana|Pointe Coupee
5214|Ponchatoula|Louisiana|Tangipahoa
5215|Camp Pendleton North|California|San Diego
5216|Smithville|New Jersey|Atlantic
5217|Eden Isle|Louisiana|St. Tammany
5218|Pomona|New Jersey|Atlantic
5219|Charles City|Iowa|Floyd
522|Albany|Georgia|Dougherty
5220|Stanwood|Washington|Snohomish
5221|St. Rose|Louisiana|St. Charles
5222|St. Joseph|Minnesota|Stearns
5223|Hudsonville|Michigan|Ottawa
5224|Spring Hill|Kansas|Johnson
5225|Philadelphia|Mississippi|Neshoba
5226|Bellbrook|Ohio|Greene
5227|Mexia|Texas|Limestone
5228|Kenwood|Ohio|Hamilton
5229|Middleborough Center|Massachusetts|Plymouth
523|Miami Beach|Florida|Miami-Dade
5230|Mantua|Virginia|Fairfax
5231|Makawao|Hawaii|Maui
5232|Gibsonville|North Carolina|Guilford
5233|Dade City|Florida|Pasco
5234|Red Chute|Louisiana|Bossier
5235|Village St. George|Louisiana|East Baton Rouge
5236|Winooski|Vermont|Chittenden
5237|Sky Lake|Florida|Orange
5238|Valley Center|Kansas|Sedgwick
5239|Umatilla|Oregon|Umatilla
524|Norwalk|Connecticut|Fairfield
5240|Oak Grove|Kentucky|Christian
5241|Strasburg|Virginia|Shenandoah
5242|Geneva|Ohio|Ashtabula
5243|Whiteville|North Carolina|Columbus
5244|University of California-Davis|California|Yolo
5245|Sabana Seca|Puerto Rico|Toa Baja
5246|Ephraim|Utah|Sanpete
5247|Lochbuie|Colorado|Weld
5248|North Springfield|Virginia|Fairfax
5249|Longboat Key|Florida|Manatee
525|San Leandro|California|Alameda
5250|Dahlonega|Georgia|Lumpkin
5251|Nebraska City|Nebraska|Otoe
5252|Hardeeville|South Carolina|Jasper
5253|Connellsville|Pennsylvania|Fayette
5254|Torrington|Wyoming|Goshen
5255|New Cumberland|Pennsylvania|Cumberland
5256|Pinehurst|Massachusetts|Middlesex
5257|Huron|California|Fresno
5258|Alta Sierra|California|Nevada
5259|Northridge|Ohio|Clark
526|O'Fallon|Missouri|St. Charles
5260|Moab|Utah|Grand
5261|Wildwood|Florida|Sumter
5262|Baywood|New York|Suffolk
5263|Northport|New York|Suffolk
5264|Ralston|Nebraska|Douglas
5265|Madison|South Dakota|Lake
5266|Tanglewilde|Washington|Thurston
5267|Ormond-by-the-Sea|Florida|Volusia
5268|Delphos|Ohio|Allen
5269|Stevensville|Maryland|Queen Anne's
527|Newton|Massachusetts|Middlesex
5270|Lihue|Hawaii|Kauai
5271|Murillo|Texas|Hidalgo
5272|St. Louis|Michigan|Gratiot
5273|Hobart|Washington|King
5274|Pleasantville|New York|Westchester
5275|Neptune Beach|Florida|Duval
5276|Crystal City|Texas|Zavala
5277|Williston Park|New York|Nassau
5278|Union Grove|Wisconsin|Racine
5279|Richland|Mississippi|Rankin
528|Muncie|Indiana|Delaware
5280|Bedford|Virginia|Bedford
5281|Belle Isle|Florida|Orange
5282|Woodstock|Virginia|Shenandoah
5283|Franklin|North Carolina|Macon
5284|Collinsville|Oklahoma|Tulsa
5285|Willow Oak|Florida|Polk
5286|Emmitsburg|Maryland|Frederick
5287|Willows|California|Glenn
5288|Parkville|Pennsylvania|York
5289|Roosevelt|Utah|Duchesne
529|Citrus Heights|California|Sacramento
5290|East Hills|New York|Nassau
5291|Acton|California|Los Angeles
5292|La Feria|Texas|Cameron
5293|Washington|Iowa|Washington
5294|Tappan|New York|Rockland
5295|Cochituate|Massachusetts|Middlesex
5296|Whitinsville|Massachusetts|Worcester
5297|Batesville|Mississippi|Panola
5298|Lake Lorraine|Florida|Okaloosa
5299|Seward|Nebraska|Seward
53|Buffalo|New York|Erie
530|State College|Pennsylvania|Centre
5300|Midland Park|New Jersey|Bergen
5301|Moapa Valley|Nevada|Clark
5302|Middletown|Pennsylvania|Northampton
5303|Corbin|Kentucky|Whitley
5304|Dunellen|New Jersey|Middlesex
5305|Jackson|Wisconsin|Washington
5306|Riverdale Park|Maryland|Prince George's
5307|Knoxville|Iowa|Marion
5308|Unionville|North Carolina|Union
5309|Gunnison|Colorado|Gunnison
531|Town 'n' Country|Florida|Hillsborough
5310|Morrow|Georgia|Clayton
5311|Sandston|Virginia|Henrico
5312|Belle Plaine|Minnesota|Scott
5313|Nuevo|California|Riverside
5314|Enoch|Utah|Iron
5315|Pacific|Washington|King
5316|Utuado|Puerto Rico|Utuado
5317|Canfield|Ohio|Mahoning
5318|Independence|Ohio|Cuyahoga
5319|Elsa|Texas|Hidalgo
532|Decatur|Illinois|Macon
5320|Centerville|South Carolina|Anderson
5321|Commerce|Georgia|Jackson
5322|Austell|Georgia|Cobb
