ID;Has_Existing_Home_Loan;installment
144039;Y;12870
144040;Y;7850
144041;Y;5872,5
144042;N;0
144043;N;0
144044;Y;14265
144045;N;0
144046;Y;4437
144047;Y;6916,5
144048;Y;9576
144049;Y;17640
144050;Y;22620
144051;Y;30015
144052;Y;13311
144053;Y;9396
144054;Y;34582,5
144055;Y;15984
144056;Y;7992
144057;Y;21105
144058;N;0
144059;Y;45109,5
144060;Y;7699,5
144061;N;0
144062;Y;9620
144063;Y;26578,5
144064;Y;2072
144065;Y;1887
144066;N;0
144067;N;0
144068;Y;16672,5
144069;Y;29971,5
144070;Y;2886
144071;Y;6086,5
144072;Y;4995
144073;Y;9222
144074;N;0
144075;N;0
144076;Y;10260
144077;N;0
144078;Y;16317
144079;Y;19575
144080;Y;9971,5
144081;Y;4230
144082;N;0
144083;N;0
144084;Y;14920,5
144085;N;0
144086;Y;21465
144087;Y;7992
144088;Y;31668
144089;Y;1924
144090;N;0
144091;N;0
144092;Y;12746,5
144093;N;0
144094;Y;4522,5
144095;Y;20655
144096;Y;15151,5
144097;Y;37584
144098;Y;26796
144099;N;0
144100;Y;16095
144101;N;0
144102;Y;19647
144103;Y;10785,5
144104;Y;38845,5
144105;Y;13350
144106;Y;22315,5
144107;Y;22272
144108;Y;16695
144109;N;0
144110;Y;22620
144111;Y;7381,5
144112;Y;17168
144113;Y;6862,5
144114;Y;24975
144115;N;0
144116;Y;14911
144117;N;0
144118;Y;19575
144119;Y;31668
144120;Y;42891
144121;Y;30753
144122;Y;13833
144123;N;0
144124;Y;9971,5
144125;N;0
144126;Y;7548
144127;Y;8880
144128;Y;15688
144129;Y;14245
144130;Y;19888
144131;Y;11527,5
144132;Y;15984
144133;N;0
144134;Y;12746,5
144135;Y;17168
144136;Y;25515
144137;Y;20532
144138;Y;28275
144139;Y;8157
144140;Y;22496
144141;N;0
144142;Y;18360
144143;Y;5698
144144;Y;7965
144145;Y;32958
144146;N;0
144147;N;0
144148;Y;1961
144149;N;0
144150;Y;13999,5
144151;Y;17400
144152;Y;37584
144153;Y;1924
144154;N;0
144155;N;0
144156;Y;18009
144157;Y;7177,5
144158;Y;8190
144159;Y;7104
144160;Y;20313
144161;Y;12397,5
144162;N;0
144163;Y;40672,5
144164;Y;18864
144165;Y;26100
144166;Y;14504
144167;Y;8991
144168;Y;28275
144169;Y;11092,5
144170;N;0
144171;Y;27180
144172;Y;47338,5
144173;N;0
144174;Y;17965,5
144175;Y;2109
144176;Y;1934
144177;Y;6264
144178;Y;13050
144179;N;0
144180;Y;38280
144181;N;0
144182;Y;19684
144183;Y;28710
144184;Y;3274,5
144185;Y;4588
144186;Y;31102,5
144187;N;0
144188;Y;17575
144189;N;0
144190;Y;11100
144191;Y;2970
144192;Y;34104
144193;Y;5220
144194;Y;25035
144195;N;0
144196;Y;6068
144197;N;0
144198;Y;23085
144199;Y;29971,5
144200;Y;11544
144201;Y;17223,5
144202;N;0
144203;Y;10087,5
144204;Y;9396
144205;Y;11310
144206;Y;20272,5
144207;Y;15688
144208;Y;16138,5
144209;Y;6345,5
144210;N;0
144211;Y;39672
144212;Y;12006,5
144213;N;0
144214;Y;14707
144215;Y;8140
144216;Y;49329
144217;Y;9918
144218;Y;35496
144219;N;0
144220;Y;9292,5
144221;N;0
144222;Y;11745
144223;Y;9607,5
144224;Y;16920
144225;Y;6105
144226;N;0
144227;Y;32233,5
144228;Y;37192,5
144229;Y;31972,5
144230;Y;4625
144231;Y;9620
144232;Y;4611
144233;Y;4252,5
144234;N;0
144235;Y;12615
144236;Y;15096
144237;Y;4959
144238;Y;39933
144239;Y;26622
144240;Y;44631
144241;Y;2146
144242;N;0
144243;N;0
144244;Y;16736
144245;Y;37584
144246;Y;13468
144247;Y;2368
144248;Y;32886
144249;Y;15984
144250;N;0
144251;N;0
144252;Y;3219
144253;N;0
144254;Y;11599,5
144255;Y;25875
144256;Y;39672
144257;Y;18270
144258;N;0
144259;N;0
144260;Y;22185
144261;N;0
144262;Y;14245
144263;Y;21375
144264;Y;15725
144265;Y;18427,5
144266;N;0
144267;Y;4785
144268;Y;9990
144269;N;0
144270;Y;13050
144271;Y;38497,5
144272;Y;15225
144273;Y;18135
144274;Y;26578,5
144275;N;0
144276;Y;3885
144277;N;0
144278;Y;25360,5
144279;Y;21750
144280;Y;27144
144281;Y;7252
144282;Y;27274,5
144283;Y;35496
144284;Y;36235,5
144285;Y;2566,5
144286;Y;27753
144287;Y;23055
144288;Y;12870
144289;Y;38367
144290;Y;46980
144291;Y;22707
144292;Y;6916,5
144293;N;0
144294;Y;27144
144295;Y;19125
144296;Y;13468
144297;Y;12746,5
144298;N;0
144299;Y;41499
144300;Y;5394
144301;N;0
144302;Y;4524
144303;Y;4650
144304;Y;13050
144305;Y;11439
144306;Y;24882
144307;N;0
144308;Y;17612
144309;Y;22620
144310;Y;23700
144311;Y;8288
144312;Y;15975
144313;Y;5962,5
144314;N;0
144315;N;0
144316;Y;14850
144317;N;0
144318;Y;3982,5
144319;Y;37714,5
144320;Y;7438,5
144321;Y;23085
144322;N;0
144323;N;0
144324;Y;23446,5
144325;Y;6916,5
144326;Y;9922,5
144327;Y;12654
144328;Y;8695
144329;Y;43717,5
144330;Y;22707
144331;N;0
144332;Y;41064
144333;N;0
144334;Y;29475
144335;Y;14355
144336;Y;29188,5
144337;Y;42151,5
144338;N;0
144339;N;0
144340;Y;33277,5
144341;N;0
144342;Y;16672,5
144343;Y;40194
144344;Y;15410,5
144345;Y;46389
144346;N;0
144347;N;0
144348;Y;4588
144349;Y;16138,5
144350;Y;38367
144351;Y;27840
144352;Y;41197,5
144353;Y;5046
144354;N;0
144355;N;0
144356;Y;16872
144357;Y;6916,5
144358;Y;11063
144359;Y;13365
144360;Y;2331
144361;Y;16354
144362;N;0
144363;N;0
144364;Y;10989
144365;N;0
144366;Y;44310
144367;Y;17356,5
144368;Y;7252
144369;Y;28623
144370;N;0
144371;Y;37584
144372;Y;3552
144373;Y;7618,5
144374;Y;5400
144375;Y;34104
144376;Y;10266
144377;Y;15225
144378;N;0
144379;N;0
144380;Y;8004
144381;N;0
144382;Y;4980
144383;Y;15725
144384;Y;28188
144385;Y;6956
144386;N;0
144387;Y;2835
144388;Y;17168
144389;Y;10875
144390;Y;8658
144391;Y;12506
144392;Y;17132,5
144393;Y;22822,5
144394;Y;35235
144395;N;0
144396;Y;9744
144397;N;0
144398;Y;6637,5
144399;Y;4002
144400;Y;5827,5
144401;Y;1924
144402;N;0
144403;Y;17052
144404;Y;6345
144405;Y;31581
144406;Y;10710
144407;Y;21960
144408;Y;23468,5
144409;Y;10266
144410;Y;18090
144411;N;0
144412;Y;8640
144413;N;0
144414;Y;30667,5
144415;Y;18009
144416;Y;34335
144417;Y;17257,5
144418;Y;13267,5
144419;N;0
144420;Y;17612
144421;N;0
144422;Y;7381,5
144423;Y;36540
144424;Y;19620
144425;Y;47110,5
144426;Y;27144
144427;N;0
144428;Y;7825,5
144429;Y;32233,5
144430;Y;13912
144431;Y;15502,5
144432;Y;22315,5
144433;Y;7308
144434;N;0
144435;Y;25627,5
144436;Y;7511
144437;N;0
144438;Y;15225
144439;Y;6655,5
144440;Y;22909,5
144441;Y;2830,5
144442;N;0
144443;Y;4785
144444;Y;2886
144445;N;0
144446;Y;3274,5
144447;Y;14094
144448;Y;44370
144449;Y;20757
144450;Y;37758
144451;N;0
144452;Y;25360,5
144453;N;0
144454;Y;1961
144455;Y;22968
144456;Y;16650
144457;Y;25650
144458;Y;5046
144459;Y;11745
144460;Y;7308
144461;Y;12615
144462;Y;7839
144463;Y;22968
144464;Y;16965
144465;Y;4902,5
144466;N;0
144467;N;0
144468;Y;9918
144469;Y;19966,5
144470;Y;45414
144471;Y;3108
144472;Y;7529,5
144473;Y;1850
144474;N;0
144475;N;0
144476;Y;6734
144477;N;0
144478;Y;18183
144479;Y;9315
144480;Y;8874
144481;Y;4884
144482;Y;30624
144483;N;0
144484;Y;37149
144485;Y;29232
144486;Y;3828
144487;Y;8288
144488;Y;5350,5
144489;Y;3915
144490;N;0
144491;N;0
144492;Y;31668
144493;N;0
144494;Y;8436
144495;Y;20738,5
144496;Y;11988
144497;Y;12820,5
144498;Y;21532,5
144499;N;0
144500;Y;7104
144501;N;0
144502;Y;36540
144503;Y;23940
144504;Y;19184,5
144505;Y;13725
144506;N;0
144507;N;0
144508;Y;8584
144509;N;0
144510;Y;9900
144511;Y;17649
144512;Y;17982
144513;Y;8417,5
144514;N;0
144515;Y;10788
144516;Y;22908
144517;N;0
144518;Y;21750
144519;Y;4902,5
144520;Y;7134
144521;Y;15921
144522;Y;23055
144523;N;0
144524;Y;28215
144525;Y;6655,5
144526;Y;10732,5
144527;Y;12210
144528;Y;16668,5
144529;Y;12645
144530;N;0
144531;Y;12615
144532;Y;12180
144533;Y;16747,5
144534;Y;29232
144535;Y;6003
144536;Y;2497,5
144537;Y;10222,5
144538;N;0
144539;N;0
144540;Y;3404
144541;Y;10092
144542;Y;14616
144543;Y;9744
144544;Y;23055
144545;Y;29232
144546;Y;33364,5
144547;N;0
144548;Y;9564,5
144549;Y;30667,5
144550;Y;38019
144551;Y;12173
144552;Y;6003
144553;Y;6068
144554;N;0
144555;Y;39933
144556;Y;20880
144557;N;0
144558;Y;15345
144559;Y;13042,5
144560;Y;1845
144561;Y;4117,5
144562;N;0
144563;Y;14964
144564;Y;26100
144565;N;0
144566;Y;21937,5
144567;Y;5883
144568;Y;4292
144569;Y;4500
144570;N;0
144571;Y;15834
144572;Y;6054
144573;N;0
144574;Y;43804,5
144575;Y;17223,5
144576;Y;11100
144577;Y;2610
144578;N;0
144579;Y;18081
144580;Y;6412,5
144581;N;0
144582;Y;6655,5
144583;Y;6885
144584;Y;46588,5
144585;Y;10237,5
144586;N;0
144587;Y;23925
144588;Y;14430
144589;Y;2305,5
144590;Y;9657
144591;Y;22968
144592;Y;35235
144593;Y;15225
144594;N;0
144595;N;0
144596;Y;9472
144597;N;0
144598;Y;8977,5
144599;Y;5400
144600;Y;10092
144601;Y;47937
144602;Y;11962,5
144603;Y;32233,5
144604;Y;10440
144605;Y;8221,5
144606;Y;25665
144607;Y;32799
144608;Y;10962
144609;Y;16747,5
144610;Y;30450
144611;N;0
144612;Y;7686
144613;N;0
144614;Y;13523,5
144615;Y;28710
144616;Y;7511
144617;Y;15138
144618;N;0
144619;N;0
144620;Y;21240
144621;Y;30145,5
144622;Y;15984
144623;Y;38367
144624;Y;12746,5
144625;Y;43717,5
144626;Y;6916,5
144627;Y;37192,5
144628;Y;11160
144629;N;0
144630;Y;1924
144631;Y;2220
144632;Y;27405
144633;Y;15187,5
144634;N;0
144635;N;0
144636;Y;5365
144637;N;0
144638;Y;13912
144639;Y;6863,5
144640;Y;6604,5
144641;Y;5106
144642;Y;2218,5
144643;N;0
144644;Y;9135
144645;Y;30624
144646;Y;9990
144647;Y;21420
144648;Y;17223,5
144649;Y;6863,5
144650;N;0
144651;N;0
144652;Y;7252
144653;Y;8091
144654;Y;28840,5
144655;Y;26578,5
144656;Y;9990
144657;Y;18562,5
144658;Y;18096
144659;N;0
144660;Y;15930
144661;N;0
144662;Y;22185
144663;Y;18792
144664;Y;11599,5
144665;Y;5328
144666;Y;36225
144667;N;0
144668;Y;18760
144669;N;0
144670;Y;17926,5
144671;Y;18562,5
144672;Y;6345
144673;Y;2220
144674;N;0
144675;N;0
144676;Y;43630,5
144677;N;0
144678;Y;7104
144679;Y;7650
144680;Y;5457,5
144681;Y;5130
144682;Y;7047
144683;Y;5481
144684;Y;18241
144685;Y;20575,5
144686;Y;16927,5
144687;Y;13912
144688;Y;23055
144689;Y;8991
144690;Y;28231
144691;N;0
144692;Y;5133
144693;Y;39672
144694;Y;2072
144695;Y;13320
144696;Y;5850
144697;Y;14310
144698;N;0
144699;N;0
144700;Y;8547
144701;N;0
144702;Y;12265,5
144703;Y;14616
144704;Y;16965
144705;Y;15795
144706;N;0
144707;N;0
144708;Y;10788
144709;N;0
144710;Y;6327
144711;Y;33277,5
144712;Y;8824,5
144713;Y;6612
144714;N;0
144715;N;0
144716;Y;6916,5
144717;N;0
144718;Y;15529,5
144719;Y;7875
144720;Y;12950
144721;Y;35235
144722;Y;14616
144723;Y;26796
144724;Y;6772,5
144725;N;0
144726;Y;1980
144727;Y;14985
144728;Y;4440
144729;Y;13485
144730;Y;35322
144731;N;0
144732;Y;46284
144733;Y;25578
144734;Y;2553
144735;Y;2775
144736;Y;12006
144737;Y;12025
144738;N;0
144739;N;0
144740;Y;11063
144741;Y;40716
144742;Y;16169
144743;Y;1850
144744;Y;4532,5
144745;Y;10378,5
144746;N;0
144747;N;0
144748;Y;11544
144749;N;0
144750;Y;23925
144751;Y;16672,5
144752;Y;9180
144753;Y;12600
144754;N;0
144755;Y;21750
144756;Y;12615
144757;N;0
144758;Y;42151,5
144759;Y;9324
144760;Y;32799
144761;Y;5742
144762;N;0
144763;N;0
144764;Y;11303,5
144765;Y;10440
144766;Y;6525
144767;Y;15930
144768;Y;13770
144769;Y;11527,5
144770;N;0
144771;Y;19575
144772;Y;7548
144773;N;0
144774;Y;45457,5
144775;Y;22968
144776;Y;8550
144777;Y;2886
144778;Y;3915
144779;Y;27144
144780;Y;18315
144781;N;0
144782;Y;6394,5
144783;Y;42151,5
144784;Y;22620
144785;Y;7548
144786;N;0
144787;Y;2958
144788;Y;7308
144789;Y;2131,5
144790;Y;6655,5
144791;Y;4524
144792;Y;10440
144793;Y;11988
144794;N;0
144795;N;0
144796;Y;33495
144797;Y;38454
144798;Y;6133,5
144799;Y;2295
144800;Y;11137,5
144801;Y;35322
144802;N;0
144803;N;0
144804;Y;5883
144805;N;0
144806;Y;4625
144807;Y;7047
144808;Y;38367
144809;Y;9805
144810;N;0
144811;Y;29232
144812;Y;7992
144813;N;0
144814;Y;36975
144815;Y;20358
144816;Y;6525
144817;Y;47937
144818;N;0
144819;Y;14616
144820;Y;20619
144821;Y;54549
144822;Y;12352,5
144823;Y;27709,5
144824;Y;25515
144825;Y;17223,5
144826;N;0
144827;Y;25447,5
144828;Y;7844
144829;Y;7699,5
144830;Y;21600
144831;Y;33277,5
144832;Y;20880
144833;Y;2719,5
144834;Y;39150
144835;Y;8917,5
144836;Y;8658
144837;Y;33364,5
144838;Y;7177,5
144839;Y;3496,5
144840;Y;9805
144841;Y;6003
144842;Y;42993
144843;N;0
144844;Y;21202,5
144845;Y;15225
144846;Y;29971,5
144847;Y;18981
144848;Y;18792
144849;Y;23085
144850;N;0
144851;Y;20575,5
144852;Y;6863,5
144853;N;0
144854;Y;17464
144855;Y;23925
144856;Y;13597,5
144857;Y;11527,5
144858;N;0
144859;N;0
144860;Y;13227,5
144861;N;0
144862;Y;16983
144863;Y;19966,5
144864;Y;11527,5
144865;Y;35931
144866;N;0
144867;N;0
144868;Y;21802,5
144869;N;0
144870;Y;16280
144871;Y;35887,5
144872;Y;12528
144873;Y;8658
144874;N;0
144875;N;0
144876;Y;7308
144877;Y;21532,5
144878;Y;11322
144879;Y;2183
144880;Y;14175
144881;Y;4698
144882;Y;38976
144883;Y;31102,5
144884;Y;21315
144885;Y;38845,5
144886;Y;10260
144887;Y;7047
144888;Y;32886
144889;Y;13117,5
144890;N;0
144891;N;0
144892;Y;20358
144893;Y;21750
144894;Y;2664
144895;Y;34495,5
144896;Y;39585
144897;Y;32625
144898;Y;7762,5
144899;Y;21141
144900;Y;16983
144901;Y;20749,5
144902;Y;15138
144903;Y;20532
144904;Y;4514
144905;Y;8824,5
144906;N;0
144907;N;0
144908;Y;18037,5
144909;N;0
144910;Y;37714,5
144911;Y;20272,5
144912;Y;8140
144913;Y;24534
144914;N;0
144915;Y;23490
144916;Y;9157,5
144917;N;0
144918;Y;19314
144919;Y;13727
144920;Y;3847,5
144921;Y;6412,5
144922;Y;22968
144923;Y;11136
144924;Y;22968
144925;N;0
144926;Y;3848
144927;Y;9564,5
144928;Y;17280
144929;Y;2386,5
144930;N;0
144931;Y;11310
144932;Y;44631
144933;Y;11745
144934;Y;28710
144935;Y;26796
144936;Y;42151,5
144937;Y;42151,5
144938;N;0
144939;Y;31059
144940;Y;12746,5
144941;N;0
144942;Y;14707,5
144943;Y;9324
144944;Y;8178
144945;Y;42456
144946;Y;37192,5
144947;Y;42282
144948;Y;15390
144949;Y;22968
144950;Y;9744
144951;Y;43848
144952;Y;10657,5
144953;Y;7438,5
144954;N;0
144955;Y;3741
144956;Y;16650
144957;Y;16356
144958;Y;14985
144959;Y;4698
144960;Y;19836
144961;Y;42151,5
144962;Y;28536
144963;N;0
144964;Y;19966,5
144965;Y;30015
144966;Y;4785
144967;Y;43065
144968;Y;20160
144969;Y;28188
144970;N;0
144971;N;0
144972;Y;3496,5
144973;N;0
144974;Y;2462
144975;Y;40672,5
144976;Y;9028
144977;Y;3441
144978;N;0
144979;Y;18666
144980;Y;2183
144981;N;0
144982;Y;3847,5
144983;Y;13024
144984;Y;32967
144985;Y;72267
144986;N;0
144987;N;0
144988;Y;16065
144989;N;0
144990;Y;10980
144991;Y;34965
144992;Y;5445
144993;Y;5712
144994;Y;1937,5
144995;Y;40200
144996;Y;16110
144997;Y;24921
144998;Y;7215
144999;Y;8436
145000;Y;8235
145001;Y;12870
145002;Y;15097,5
145003;N;0
145004;Y;8100
145005;N;0
145006;Y;22417,5
145007;Y;34812
145008;Y;31017,5
145009;Y;5365
145010;N;0
145011;Y;17781,5
145012;Y;15433
145013;N;0
145014;Y;17353
145015;Y;28548
145016;Y;7382
145017;Y;2430
145018;N;0
145019;N;0
145020;Y;14652
145021;N;0
145022;Y;15480
145023;Y;46284
145024;Y;41220
145025;Y;26977,5
145026;N;0
145027;N;0
145028;Y;12352,5
145029;Y;63153
145030;Y;15372
145031;Y;18947,5
145032;Y;26932,5
145033;Y;19575
145034;Y;4758
145035;Y;39150
145036;Y;13500
145037;Y;37480
145038;Y;4387,5
145039;Y;11997
145040;Y;17612
145041;Y;19404
145042;N;0
145043;N;0
145044;Y;5310
145045;Y;26077,5
145046;Y;19520
145047;Y;33277,5
145048;Y;3967,5
145049;Y;5550
145050;Y;19488
145051;Y;3915
145052;Y;35545,5
145053;N;0
145054;Y;10730
145055;Y;13240
145056;Y;27135
145057;Y;2277
145058;Y;27274,5
145059;N;0
145060;Y;55146
145061;N;0
145062;Y;4263
145063;Y;5365
145064;Y;11317,5
145065;Y;8158,5
145066;Y;9180
145067;Y;18879
145068;Y;4941
145069;N;0
145070;Y;12870
145071;Y;15210
145072;Y;13209
145073;Y;15540
145074;Y;9744
145075;N;0
145076;Y;17612
145077;Y;15834
145078;Y;18981
145079;Y;6735
145080;Y;57309
145081;Y;10156,5
145082;Y;22968
145083;N;0
145084;Y;26505
145085;Y;21141
145086;Y;26208
145087;Y;24888
145088;Y;4090,5
145089;Y;8954
145090;N;0
145091;N;0
145092;Y;8991
145093;N;0
145094;Y;11100
145095;Y;14850
145096;Y;16740
145097;Y;12987
145098;N;0
145099;Y;26265
145100;Y;24888
145101;N;0
145102;Y;22204
145103;Y;26730
145104;Y;11700
145105;Y;19080
145106;Y;3355
145107;N;0
145108;Y;7438,5
145109;N;0
145110;Y;34452
145111;Y;7320
145112;Y;13949
145113;Y;9525
145114;Y;30450
145115;N;0
145116;Y;23085
145117;N;0
145118;Y;14199,5
145119;Y;16317
145120;Y;4252,5
145121;Y;17212,5
145122;N;0
145123;Y;6466
145124;Y;16138,5
145125;N;0
145126;Y;12559,5
145127;Y;12622,5
145128;Y;12580
145129;Y;14274
145130;N;0
145131;Y;34104
145132;Y;3645
145133;Y;8082,5
145134;Y;26775
145135;Y;17118
145136;Y;25241,5
145137;Y;19080
145138;Y;39019,5
145139;Y;13833
145140;Y;21262,5
145141;N;0
145142;Y;30276
145143;Y;7527
145144;Y;7890
145145;Y;11165
145146;N;0
145147;N;0
145148;Y;10545
145149;N;0
145150;Y;8352
145151;Y;20387
145152;Y;12413,5
145153;Y;19813,5
145154;Y;69939
145155;N;0
145156;Y;13275
145157;N;0
145158;Y;39295,5
145159;Y;43775
145160;Y;18981
145161;Y;18241
145162;Y;36366
145163;Y;7803
145164;Y;31014
145165;Y;55870,5
145166;Y;4670
145167;Y;14245
145168;Y;23868
145169;Y;15739,5
145170;Y;8352
145171;Y;27418,5
145172;Y;19125
145173;N;0
145174;Y;18654
145175;Y;22315,5
145176;Y;36246
145177;Y;18976
145178;N;0
145179;Y;36801
145180;Y;32400
145181;Y;29754
145182;Y;14094
145183;Y;19440
145184;Y;18661,5
145185;Y;11920
145186;N;0
145187;N;0
145188;Y;5152,5
145189;Y;21255
145190;Y;20976
145191;Y;26077,5
145192;Y;33495
145193;Y;23098,5
145194;Y;14355
145195;Y;50217
145196;Y;14355
145197;N;0
145198;Y;13572
145199;Y;46284
145200;Y;8140
145201;Y;11780
145202;N;0
145203;Y;6003
145204;Y;23058
145205;N;0
145206;Y;8824,5
145207;Y;9805
145208;Y;19836
145209;Y;3163,5
145210;N;0
145211;N;0
145212;Y;15646,5
145213;N;0
145214;Y;6197,5
145215;Y;44631
145216;Y;22567,5
145217;Y;16354
145218;N;0
145219;Y;47328
145220;Y;6882
145221;N;0
145222;Y;12072,5
145223;Y;17972,5
145224;Y;14245
145225;Y;23142
145226;Y;53637
145227;N;0
145228;Y;17257,5
145229;N;0
145230;Y;47763
145231;Y;6012,5
145232;Y;2294
145233;Y;6863,5
145234;N;0
145235;N;0
145236;Y;5272,5
145237;N;0
145238;Y;9620
145239;Y;20313
145240;Y;37023
145241;Y;16872
145242;N;0
145243;Y;13828,5
145244;Y;35061
145245;N;0
145246;Y;12150
145247;Y;3330
145248;Y;44928
145249;Y;27934,5
145250;Y;43630,5
145251;Y;31746
145252;Y;11137,5
145253;Y;5046
145254;Y;49329
145255;Y;7830
145256;Y;3422,5
145257;Y;17760
145258;N;0
145259;Y;16443
145260;Y;8032,5
145261;N;0
145262;Y;3780
145263;Y;5394
145264;Y;14850
145265;Y;6916,5
145266;Y;37192,5
145267;Y;2523
145268;Y;33013,5
145269;Y;10572
145270;Y;39150
145271;Y;19140
145272;Y;13320
145273;Y;19440
145274;N;0
145275;N;0
145276;Y;23645,5
145277;N;0
145278;Y;48763,5
145279;Y;5550
145280;Y;43848
145281;Y;8880
145282;Y;29971,5
145283;Y;16834,5
145284;Y;6604,5
145285;N;0
145286;Y;8775
145287;Y;6300
145288;Y;14964
145289;Y;16058
145290;Y;13572
145291;Y;26578,5
145292;Y;26180
145293;Y;28014
145294;Y;9048
145295;Y;11745
145296;Y;40716
145297;Y;5872,5
145298;N;0
145299;N;0
145300;Y;10341,5
145301;Y;16530
145302;Y;4736
145303;Y;25627,5
145304;Y;15921
145305;Y;25317,5
145306;Y;1647
145307;N;0
145308;Y;26160
145309;Y;27216
145310;Y;3172,5
145311;Y;16200
145312;Y;10080
145313;Y;29628
145314;Y;40368
145315;Y;33277,5
145316;Y;15725
145317;N;0
145318;Y;13838
145319;Y;35626,5
145320;Y;26100
145321;Y;12577,5
145322;Y;22272
145323;N;0
145324;Y;38280
145325;N;0
145326;Y;7548
145327;Y;9900
145328;Y;12432
145329;Y;4872
145330;N;0
145331;Y;15225
145332;Y;17955
145333;N;0
145334;Y;26796
145335;Y;14763
145336;Y;18921
145337;Y;46197
145338;Y;38367
145339;N;0
145340;Y;40716
145341;Y;7047
145342;Y;11655
145343;Y;7929
145344;Y;3025
145345;Y;5106
145346;N;0
145347;N;0
145348;Y;9396
145349;N;0
145350;Y;2109
145351;Y;17168
145352;Y;13468
145353;Y;15540
145354;Y;35322
145355;Y;31842
145356;Y;6462
145357;N;0
145358;Y;1702
145359;Y;2775
145360;Y;3330
145361;Y;22185
145362;N;0
145363;N;0
145364;Y;27709,5
145365;N;0
145366;Y;3848
145367;Y;10266
145368;Y;7830
145369;Y;9657
145370;N;0
145371;Y;21630
145372;Y;31320
145373;Y;19183,5
145374;Y;4625
145375;Y;6993
145376;Y;36192
145377;Y;17400
145378;N;0
145379;N;0
145380;Y;5742
145381;Y;39193,5
145382;Y;19507,5
145383;Y;24882
145384;Y;20520
145385;Y;21375
145386;Y;31972,5
145387;N;0
145388;Y;7699,5
145389;N;0
145390;Y;2941,5
145391;Y;17612
145392;Y;13708,5
145393;Y;7308
145394;N;0
145395;N;0
145396;Y;33408
145397;N;0
145398;Y;28840,5
145399;Y;26730
145400;Y;9636
145401;Y;5046
145402;Y;22446
145403;N;0
145404;Y;26352
145405;N;0
145406;Y;6655,5
145407;Y;27753
145408;Y;16650
145409;Y;36562,5
145410;N;0
145411;Y;2740,5
145412;Y;8991
145413;Y;14920,5
145414;Y;19314
145415;Y;3045
145416;Y;17316
145417;Y;13117,5
145418;N;0
145419;N;0
145420;Y;15540
145421;Y;6612
145422;Y;8370
145423;Y;30798
145424;Y;8165,5
145425;Y;8820
145426;Y;39802,5
145427;Y;48357
145428;Y;16872
145429;N;0
145430;Y;29188,5
145431;Y;13572
145432;Y;23881,5
145433;Y;19240
145434;N;0
145435;Y;2349
145436;Y;2767,5
145437;N;0
145438;Y;33930
145439;Y;13320
145440;Y;28231,5
145441;Y;45457,5
145442;N;0
145443;Y;40716
145444;Y;15921
145445;Y;39933
145446;Y;32277
145447;Y;8790
145448;Y;23925
145449;Y;41760
145450;Y;6133,5
145451;Y;4959
145452;Y;40672,5
145453;N;0
145454;Y;3607,5
145455;Y;9744
145456;Y;5130
145457;Y;17442
145458;N;0
145459;Y;28057,5
145460;Y;13365
145461;Y;2871
145462;Y;10736
145463;Y;22027,5
145464;Y;17704,5
145465;Y;30580,5
145466;Y;27405
145467;N;0
145468;Y;2267
145469;N;0
145470;Y;27013
145471;Y;15210
145472;Y;18315
145473;Y;16280
145474;Y;3365
145475;Y;9306
145476;Y;13820
145477;N;0
145478;Y;11840
145479;Y;19536
145480;Y;14670,5
145481;Y;5046
145482;Y;1923
145483;Y;33930
145484;Y;3441
145485;Y;34104
145486;Y;15390
145487;Y;28755
145488;Y;9256
145489;Y;9990
145490;Y;35977,5
145491;Y;37149
145492;Y;12617
145493;N;0
145494;Y;20880
145495;Y;16965
145496;Y;2520
145497;Y;42412,5
145498;Y;18270
145499;N;0
145500;Y;21000
145501;Y;29497,5
145502;Y;6993
145503;Y;14425
145504;Y;9540
145505;Y;30996
145506;Y;10125
145507;N;0
145508;Y;20510
145509;N;0
145510;Y;17760
145511;Y;4070
145512;Y;2941,5
145513;Y;8436
145514;N;0
145515;Y;14877
145516;Y;2442
145517;N;0
145518;Y;9918
145519;Y;11136
145520;Y;7482
145521;Y;2997
145522;N;0
145523;N;0
145524;Y;31798,5
145525;Y;11616
145526;Y;8732
145527;Y;43065
145528;Y;20757
145529;Y;18056
145530;Y;14355
145531;Y;8990
145532;Y;30624
145533;N;0
145534;Y;3385
145535;Y;18792
145536;Y;21441,5
145537;Y;4530
145538;N;0
145539;N;0
145540;Y;4117,5
145541;N;0
145542;Y;2961
145543;Y;66006
145544;Y;30120
145545;Y;19143
145546;Y;14737,5
145547;N;0
145548;Y;4941
145549;N;0
145550;Y;17934
145551;Y;16308,5
145552;Y;14135
145553;Y;9912
145554;Y;31059
145555;Y;36496
145556;Y;55809
145557;N;0
145558;Y;30697,5
145559;Y;7685
145560;Y;16228
145561;Y;5998
145562;N;0
145563;Y;33814
145564;Y;10125
145565;Y;20801
145566;Y;17910
145567;Y;23370
145568;Y;46197
145569;Y;11680
145570;N;0
145571;Y;44220
145572;Y;26865
145573;Y;36192
145574;Y;26068
145575;Y;19805
145576;Y;17040
145577;Y;18574,5
145578;N;0
145579;N;0
145580;Y;35938,5
145581;Y;4959
145582;Y;4590
145583;Y;25382,5
145584;Y;15176
145585;Y;8852,5
145586;Y;3050
145587;Y;9222
145588;Y;48195
145589;N;0
145590;Y;2581,5
